project_name,problem_type,simheuristic,seed,mean,std,num_sims,DCOP_objective,callback_log,solver_phase_dur,final_sim_phase_dur,total_exp_dur
ParallelMachineProblem_2025-04-15_16-41-07,ParallelMachineProblem,std_simh,0,577.56,493.1136039494347,100,1039.0,"
Callback Log:
----------------------------------------
[0.46s] Solution callback triggered.
[0.46s] New unique schedule and time left.
[0.46s] Simulator loaded.
[0.46s] Simulation skipped, not yet allowed. Start time sims. = 5.0
[0.46s] Elite set trimmed.
[1.10s] Solution callback triggered.
[1.10s] New unique schedule and time left.
[1.10s] Simulator loaded.
[1.10s] Simulation skipped, not yet allowed. Start time sims. = 5.0
[1.10s] Elite set trimmed.
[1.54s] Solution callback triggered.
[1.54s] New unique schedule and time left.
[1.54s] Simulator loaded.
[1.54s] Simulation skipped, not yet allowed. Start time sims. = 5.0
[1.54s] Elite set trimmed.
[4.01s] Solution callback triggered.
[4.01s] New unique schedule and time left.
[4.01s] Simulator loaded.
[4.01s] Simulation skipped, not yet allowed. Start time sims. = 5.0
[4.01s] Elite set trimmed.
[6.20s] Solution callback triggered.
[6.20s] New unique schedule and time left.
[6.20s] Simulator loaded.
[6.20s] Simulation started.
[6.71s] wandb log: Starting to simulate. all_simulated = False
[8.44s] wandb log: Simulation ended.
[8.44s] Elite set trimmed.
----------------------------------------",8.4462730884552,1.569533109664917,10.015806198120117
ParallelMachineProblem_2025-04-15_16-41-07,ParallelMachineProblem,det_opt,0,762.54,633.529485028124,100,128.0,"
Callback Log:
----------------------------------------
[0.39s] Solution callback triggered.
[0.39s] New unique schedule and time left.
[0.40s] Simulator loaded.
[0.40s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[0.40s] Elite set trimmed.
[1.01s] Solution callback triggered.
[1.01s] New unique schedule and time left.
[1.02s] Simulator loaded.
[1.02s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[1.02s] Elite set trimmed.
[1.49s] Solution callback triggered.
[1.49s] New unique schedule and time left.
[1.49s] Simulator loaded.
[1.49s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[1.49s] Elite set trimmed.
[4.04s] Solution callback triggered.
[4.04s] New unique schedule and time left.
[4.04s] Simulator loaded.
[4.04s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[4.04s] Elite set trimmed.
[6.20s] Solution callback triggered.
[6.20s] New unique schedule and time left.
[6.20s] Simulator loaded.
[6.20s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[6.20s] Elite set trimmed.
[6.97s] Solution callback triggered.
[6.97s] Duplicate schedule. Ignored.
[8.64s] Solution callback triggered.
[8.64s] Duplicate schedule. Ignored.
[9.09s] Solution callback triggered.
[9.09s] Duplicate schedule. Ignored.
[9.67s] Solution callback triggered.
[9.67s] New unique schedule and time left.
[9.67s] Simulator loaded.
[9.67s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[9.67s] Elite set trimmed.
----------------------------------------",10.135103702545166,0.0,10.135103702545166
ParallelMachineProblem_2025-04-15_16-41-07,ParallelMachineProblem,sim_last,0,1837.85,946.9504567293898,100,1240.0,"
Callback Log:
----------------------------------------
[0.42s] Solution callback triggered.
[0.42s] New unique schedule and time left.
[0.42s] Simulator loaded.
[0.42s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[0.42s] Elite set trimmed.
[1.08s] Solution callback triggered.
[1.08s] New unique schedule and time left.
[1.08s] Simulator loaded.
[1.08s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[1.08s] Elite set trimmed.
[1.52s] Solution callback triggered.
[1.52s] New unique schedule and time left.
[1.52s] Simulator loaded.
[1.52s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[1.52s] Elite set trimmed.
[4.04s] Solution callback triggered.
[4.04s] New unique schedule and time left.
[4.04s] Simulator loaded.
[4.04s] Simulation skipped, not yet allowed. Start time sims. = 11.0
[4.04s] Elite set trimmed.
----------------------------------------",6.087336778640747,3.9215190410614014,10.008855819702148
ParallelMachineProblem_2025-04-15_16-41-07,ParallelMachineProblem,dyn_simh,0,4373.5875,1252.2122892480133,160,4051.0,"
Callback Log:
----------------------------------------
[0.04s] Starting CP solver with quantile_0.6.
[0.41s] Solution callback triggered.
[0.41s] New unique schedule and time left.
[0.41s] Simulator loaded.
[0.41s] Simulation skipped, not yet allowed. Start time sims. = 2.037811279296875
[0.41s] Elite set trimmed.
[3.66s] Solution callback triggered.
[3.66s] New unique schedule and time left.
[3.66s] Simulator loaded.
[3.66s] Simulation started.
[4.16s] wandb log: Starting to simulate. all_simulated = False
[4.71s] wandb log: Simulation ended.
[4.71s] Elite set trimmed.
[4.72s] Starting CP solver with quantile_0.6.
----------------------------------------",5.068312644958496,4.948065996170044,10.01637864112854
